osvdbTitle,IP,status,lastSeenDate,ports,assetId,firstSeenDate,vulnId,formattedRisk
Python HTTP_PROXY environment variable HTTP traffic redirect,10.506.35.133,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,174979,High
SNMP Responds to Any Community Name,10.506.35.143,opened,2018-09-29 09:18:30.0,161,,2017-01-08 07:17:06.0,95247,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.68,opened,2018-09-29 18:45:57.0,4421,443,5666,9000,,2017-01-08 05:31:15.0,140546,High
SNMP - Various Devices - Default Password - (Community Names),10.506.35.69,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95007,High
MS Windows NT  Insecure SNMP Community Name and Address Restrictions,10.506.35.71,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95219,High
SNMP Responds to Any Community Name,10.506.35.72,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95247,High
Atmel - SNMP Community String Vulnerability,10.506.35.73,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,16755,High
SNMP Responds to Any Community Name,10.506.35.74,opened,2018-09-29 09:18:08.0,161,,2017-01-08 07:17:06.0,95247,High
SNMP Responds to Any Community Name,10.506.35.75,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95247,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.76,opened,2018-09-29 22:52:03.0,5989,,2018-05-19 23:38:29.0,140546,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.82,opened,2018-09-29 20:13:54.0,5666,,2018-07-21 18:45:24.0,140546,High
Atmel - SNMP Community String Vulnerability,10.506.35.83,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,16755,High
CVE-1999-0517 - SNMP - Hardcoded Credentials Issue,10.506.35.84,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,97101,High
MS Windows NT  Insecure SNMP Community Name and Address Restrictions,10.506.35.85,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95219,High
CVE-1999-0517 - SNMP - Hardcoded Credentials Issue,10.506.35.86,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,97101,High
SNMP - Various Devices - Default Password - (Community Names),10.506.35.87,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95007,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.133,opened,2018-09-29 09:20:35.0,443,,2017-01-08 07:24:35.0,140546,High
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.143,opened,2018-09-29 18:42:51.0,3389,,2017-01-07 17:35:35.0,8076,Medium
CVE-2012-2532 - MS12-073 - Microsoft - IIS - Information Disclosure Issue,10.506.35.68,opened,2018-09-29 18:42:51.0,21,,2017-01-07 17:35:35.0,88648,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-09-29 19:28:37.0,443,5989,,2017-01-21 14:24:06.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.85,opened,2018-09-29 19:28:37.0,443,5989,,2017-01-21 14:24:06.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.86,opened,2018-09-29 18:19:06.0,3389,,2017-03-04 12:25:14.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.87,opened,2018-09-29 19:15:08.0,443,5989,,2017-01-21 14:38:19.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-09-29 19:15:08.0,443,5989,,2017-01-21 14:38:19.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-09-29 19:15:08.0,443,5989,,2017-01-21 14:38:19.0,100902,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.68,opened,2018-09-29 18:22:15.0,1494,,2017-03-04 12:27:20.0,49946,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.69,opened,2018-09-29 20:17:52.0,3389,,2017-01-07 18:19:10.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-09-29 20:37:10.0,3389,,2017-01-07 19:05:50.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 19:54:16.0,443,5989,,2017-01-21 15:09:00.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-09-29 19:54:16.0,443,5989,,2017-01-21 15:09:00.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 19:54:16.0,443,5989,,2017-01-21 15:09:00.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-09-29 22:43:27.0,443,5989,,2017-03-04 11:48:49.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-09-29 22:43:27.0,443,5989,,2017-03-04 11:48:49.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-09-29 22:43:27.0,443,5989,,2017-03-04 11:48:49.0,44305,Medium
CVE-2014-3505 - OpenSSL - Double Free Issue,10.506.35.83,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,136383,Medium
CVE-2014-3568 - OpenSSL - Security Bypass Issue,10.506.35.84,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,137713,Medium
CVE-2014-5139 - OpenSSL - Denial of Service Issue,10.506.35.133,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,136375,Medium
CVE-2014-0198 - OpenSSL - Denial of Service Issue,10.506.35.143,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,134838,Medium
CVE-2014-0221 - OpenSSL - Denial of Service Issue,10.506.35.68,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,135266,Medium
CVE-2014-3509 - OpenSSL - Denial of Service Issue,10.506.35.69,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,136379,Medium
CVE-2014-3506 - OpenSSL - Denial of Service Issue,10.506.35.71,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,136382,Medium
CVE-2014-3470 - OpenSSL - Denial of Service Issue,10.506.35.72,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,135255,Medium
CVE-2014-3507 - OpenSSL - Denial of Service Issue,10.506.35.73,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,136381,Medium
CVE-2014-3510 - OpenSSL - Denial of Service Issue,10.506.35.74,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,136378,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-09-29 20:38:29.0,3389,,2017-01-07 19:19:01.0,8076,Medium
CVE-2014-0195 - OpenSSL - Code Execution Issue,10.506.35.76,opened,2018-09-29 20:38:29.0,4421,9,,2017-01-07 19:19:01.0,135267,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 18:17:09.0,3389,,2017-01-07 17:18:12.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-09-29 18:26:30.0,3389,,2017-01-07 17:46:14.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-09-29 22:45:28.0,443,636,,2017-01-21 16:17:27.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.85,opened,2018-09-29 22:45:28.0,443,636,,2017-01-21 16:17:27.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.86,opened,2018-09-29 22:45:28.0,443,636,,2017-01-21 16:17:27.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.87,opened,2018-09-29 09:17:54.0,443,,2017-01-21 15:00:35.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 09:17:54.0,443,,2017-01-21 15:00:35.0,100902,Medium
CVE-2013-2566 - RC4 - Plaintext-Recovery Issue,10.506.35.143,opened,2018-09-29 09:17:54.0,443,,2017-01-08 07:21:03.0,92441,Medium
CVE-2015-2808 - RC4 Algorithm - Bar Mitzvah Issue,10.506.35.68,opened,2018-09-29 09:17:54.0,443,,2017-01-08 07:21:03.0,161204,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 09:17:54.0,443,,2017-01-21 15:00:35.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-09-29 19:55:39.0,443,5989,,2017-01-21 15:13:37.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 19:55:39.0,443,5989,,2017-01-21 15:13:37.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 19:55:39.0,443,5989,,2017-01-21 15:13:37.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 19:40:22.0,443,5989,,2017-01-21 14:49:02.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 19:40:22.0,443,5989,,2017-01-21 14:49:02.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-09-29 19:40:22.0,443,5989,,2017-01-21 14:49:02.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 20:12:21.0,3389,,2017-01-07 18:27:25.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-09-29 20:24:28.0,3389,,2017-01-07 18:49:17.0,8076,Medium
CVE-2014-5139 - OpenSSL - Denial of Service Issue,10.506.35.84,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,136375,Medium
CVE-2014-0198 - OpenSSL - Denial of Service Issue,10.506.35.133,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,134838,Medium
CVE-2014-3507 - OpenSSL - Denial of Service Issue,10.506.35.143,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,136381,Medium
CVE-2014-3510 - OpenSSL - Denial of Service Issue,10.506.35.68,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,136378,Medium
CVE-2014-3509 - OpenSSL - Denial of Service Issue,10.506.35.69,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,136379,Medium
CVE-2014-3505 - OpenSSL - Double Free Issue,10.506.35.71,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,136383,Medium
CVE-2014-3470 - OpenSSL - Denial of Service Issue,10.506.35.72,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,135255,Medium
CVE-2014-0221 - OpenSSL - Denial of Service Issue,10.506.35.73,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,135266,Medium
CVE-2014-3568 - OpenSSL - Security Bypass Issue,10.506.35.74,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,137713,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-09-29 18:45:57.0,3389,,2017-01-08 05:31:15.0,8076,Medium
CVE-2014-3506 - OpenSSL - Denial of Service Issue,10.506.35.76,opened,2018-09-29 18:45:57.0,4421,9,,2017-01-08 05:31:15.0,136382,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-09-29 18:59:18.0,443,5989,,2017-01-21 13:49:50.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 18:59:18.0,443,5989,,2017-01-21 13:49:50.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-09-29 18:59:18.0,443,5989,,2017-01-21 13:49:50.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 20:07:18.0,3389,,2017-01-07 18:51:11.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.86,opened,2018-09-29 19:04:59.0,443,5989,,2017-01-21 13:54:40.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.87,opened,2018-09-29 19:04:59.0,443,5989,,2017-01-21 13:54:40.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 19:04:59.0,443,5989,,2017-01-21 13:54:40.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-09-29 18:59:18.0,443,5989,,2017-01-21 14:54:18.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-09-29 18:59:18.0,443,5989,,2017-01-21 14:54:18.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 18:59:18.0,443,5989,,2017-01-21 14:54:18.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-09-29 20:02:19.0,1433,3389,,2017-01-21 13:35:37.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.72,opened,2018-09-29 20:02:19.0,3389,,2017-01-07 18:57:36.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 20:02:19.0,1433,3389,,2017-01-21 13:35:37.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 20:02:19.0,1433,3389,,2017-01-21 13:35:37.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-09-29 22:03:41.0,443,,2017-01-21 15:15:40.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 22:03:41.0,443,,2017-01-21 15:15:40.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 22:03:41.0,443,,2017-01-21 15:15:40.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 18:55:11.0,443,5989,,2017-01-21 14:32:43.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 18:55:11.0,443,5989,,2017-01-21 14:32:43.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-09-29 18:55:11.0,443,5989,,2017-01-21 14:32:43.0,101808,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.143,opened,2018-09-29 21:45:00.0,,,2018-06-30 21:55:20.0,208998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.68,opened,2018-09-29 21:45:00.0,,,2018-06-30 21:55:20.0,205682,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.69,opened,2018-09-29 21:45:00.0,,,2018-06-30 21:55:20.0,205681,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.71,opened,2018-09-29 21:45:00.0,,,2018-09-29 21:45:00.0,217985,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.72,opened,2018-09-29 21:45:00.0,,,2018-09-29 21:45:00.0,218006,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.73,opened,2018-09-29 21:45:00.0,,,2018-09-29 21:45:00.0,217986,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.74,opened,2018-09-29 21:45:00.0,,,2018-06-30 21:55:20.0,205998,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.75,opened,2018-09-29 21:45:00.0,,,2018-06-30 21:55:20.0,206000,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-09-29 19:26:03.0,443,5989,,2017-01-21 14:27:43.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-09-29 19:26:03.0,443,5989,,2017-01-21 14:27:43.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 19:26:03.0,443,5989,,2017-01-21 14:27:43.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 20:00:45.0,3389,,2017-01-07 18:33:48.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.85,opened,2018-09-29 19:05:20.0,443,5989,,2017-01-21 13:35:38.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.86,opened,2018-09-29 19:05:20.0,443,5989,,2017-01-21 13:35:38.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-09-29 19:05:20.0,443,5989,,2017-01-21 13:35:38.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-09-29 20:34:34.0,3389,,2017-01-07 19:05:51.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 19:02:22.0,443,5989,,2017-01-21 14:29:17.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 19:02:22.0,443,5989,,2017-01-21 14:29:17.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 19:02:22.0,443,5989,,2017-01-21 14:29:17.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-09-29 20:12:39.0,3389,,2017-01-07 18:21:52.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-09-29 19:21:42.0,443,5989,,2017-01-21 14:15:08.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-09-29 19:21:42.0,443,5989,,2017-01-21 14:15:08.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-09-29 19:21:42.0,443,5989,,2017-01-21 14:15:08.0,44305,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.75,opened,2018-09-29 21:43:29.0,,,2018-09-29 21:43:29.0,217986,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.76,opened,2018-09-29 21:43:29.0,,,2018-09-29 21:43:29.0,217985,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.82,opened,2018-09-29 21:43:29.0,,,2018-06-30 21:54:19.0,205681,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.83,opened,2018-09-29 21:43:29.0,,,2018-06-30 21:54:19.0,206000,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.84,opened,2018-09-29 21:43:29.0,,,2018-06-30 21:54:19.0,205998,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.133,opened,2018-09-29 21:43:29.0,,,2018-06-30 21:54:19.0,208998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.143,opened,2018-09-29 21:43:29.0,,,2018-06-30 21:54:19.0,205682,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.68,opened,2018-09-29 21:43:29.0,,,2018-09-29 21:43:29.0,218006,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-09-29 22:06:55.0,443,5989,,2018-03-10 22:55:21.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-09-29 22:06:55.0,443,5989,,2018-03-10 22:55:21.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 22:06:55.0,443,5989,,2018-03-10 22:55:21.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-09-29 20:52:04.0,443,5989,,2017-09-09 10:11:35.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 20:52:04.0,443,5989,,2017-09-09 10:11:35.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 20:52:04.0,443,5989,,2017-09-09 10:11:35.0,44305,Medium
CVE-2012-2532 - MS12-073 - Microsoft - IIS - Information Disclosure Issue,10.506.35.76,opened,2018-09-29 20:16:41.0,21,,2017-01-07 19:04:44.0,88648,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 20:16:41.0,3389,,2017-01-07 19:04:44.0,8076,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.83,opened,2018-09-29 20:45:04.0,,,2018-06-30 20:35:30.0,208998,Medium
CVE-2017-3732 - OpenSSL - Denial of Service Issue,10.506.35.84,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,180898,Medium
CVE-2017-3730 - OpenSSL - Denial of Service Issue,10.506.35.85,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,180904,Medium
CVE-2016-2183 - DES Triple DES - Sweet32 Issue,10.506.35.86,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,173599,Medium
CVE-2016-5331 - VMware - Multiple Products - HTTP Response Splitting Issue,10.506.35.87,opened,2018-09-29 20:45:04.0,,,2017-01-08 05:34:11.0,175381,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.133,opened,2018-09-29 20:45:04.0,,,2018-09-29 20:45:04.0,217986,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.143,opened,2018-09-29 20:45:04.0,,,2018-09-29 20:45:04.0,217985,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.68,opened,2018-09-29 20:45:04.0,,,2018-09-29 20:45:04.0,218006,Medium
CVE-2017-3731 - OpenSSL - Out-of-Bounds Read Issue,10.506.35.69,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,180899,Medium
CVE-2015-7547 - GNU - glibc - Multiple Buffer Overflow Issues,10.506.35.71,opened,2018-09-29 20:45:04.0,,,2017-01-08 05:34:11.0,170411,Medium
CVE-2016-5330 - VMWare - Multiple Products - Untrusted Search Path Issue,10.506.35.72,opened,2018-09-29 20:45:04.0,,,2017-01-08 05:34:11.0,175379,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.73,opened,2018-09-29 20:45:04.0,,,2018-06-30 20:35:30.0,205998,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.74,opened,2018-09-29 20:45:04.0,,,2018-06-30 20:35:30.0,206000,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.75,opened,2018-09-29 20:45:04.0,,,2018-06-30 20:35:30.0,205681,Medium
Multiple VMware products VMware Tools HGFS privilege escalation,10.506.35.76,opened,2018-09-29 20:45:04.0,,,2017-01-08 05:34:11.0,169394,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.82,opened,2018-09-29 20:45:04.0,,,2018-06-30 20:35:30.0,205682,Medium
CVE-2015-6933 - VMware - Multiple Products - Memory Corruption Issue,10.506.35.83,opened,2018-09-29 20:45:04.0,,,2017-01-08 05:34:11.0,169259,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-09-29 18:35:17.0,443,5989,,2017-01-21 13:35:38.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 18:35:17.0,443,5989,,2017-01-21 13:35:38.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-09-29 18:35:17.0,443,5989,,2017-01-21 13:35:38.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.68,opened,2018-09-29 18:38:21.0,3389,,2017-01-07 17:39:30.0,8076,Medium
TLS Diffie-Hellman Key Exchange information disclosure,10.506.35.69,opened,2018-09-29 19:52:55.0,3269,636,,2017-01-07 19:11:56.0,162603,Medium
CVE-2015-4000 - TLS Protocol - Logjam Issue,10.506.35.71,opened,2018-09-29 19:52:55.0,3269,636,,2017-01-07 19:11:56.0,162644,Medium
REJECTED - CVE-2015-4000 - TLS Protocol - Logjam Issue,10.506.35.72,opened,2018-09-29 19:52:55.0,3269,636,,2017-01-07 19:11:56.0,162646,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.73,opened,2018-09-29 19:57:35.0,1494,,2017-01-07 20:11:31.0,49946,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.74,opened,2018-09-29 20:48:31.0,,,2018-06-30 20:44:15.0,205681,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.75,opened,2018-09-29 20:48:31.0,,,2018-09-29 20:48:31.0,217986,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.76,opened,2018-09-29 20:48:31.0,,,2018-09-29 20:48:31.0,217985,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.82,opened,2018-09-29 20:48:31.0,,,2018-06-30 20:44:15.0,206000,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.83,opened,2018-09-29 20:48:31.0,,,2018-06-30 20:44:15.0,208998,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.84,opened,2018-09-29 20:48:31.0,,,2018-09-29 20:48:31.0,218006,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.85,opened,2018-09-29 20:48:31.0,,,2018-06-30 20:44:15.0,205998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.86,opened,2018-09-29 20:48:31.0,,,2018-06-30 20:44:15.0,205682,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.87,opened,2018-09-29 23:03:36.0,443,636,,2017-01-21 16:17:10.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-09-29 23:03:36.0,443,636,,2017-01-21 16:17:10.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-09-29 23:03:36.0,443,636,,2017-01-21 16:17:10.0,100902,Medium
