osvdbTitle,IP,status,lastSeenDate,assignedToUser,firstSeenDate,vulnId,formattedRisk
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-08-25 19:21:17.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:03:27.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 17:47:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:08:35.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 17:47:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:08:35.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-08-25 17:47:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:08:35.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 20:39:50.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:18:33.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-08-25 20:39:50.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:18:33.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-08-25 20:39:50.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:18:33.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 18:31:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:35:53.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 18:31:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:35:53.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 18:31:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:35:53.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-08-25 16:41:43.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:45:01.0,8076,Medium
CVE-2014-3566 - TLS.SSLv3 Fallback - The POODLE attack,10.506.35.82,opened,2018-08-25 09:22:44.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:24:35.0,137475,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-08-25 16:35:20.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:39:57.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-08-25 17:35:33.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:17:31.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.85,opened,2018-08-25 17:35:33.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:17:31.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.86,opened,2018-08-25 17:35:33.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:17:31.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.87,opened,2018-08-25 16:47:06.0, jaroslaw.dobiech@comarch.pl,2016-12-11 03:17:18.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 17:07:14.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:24:47.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 17:07:14.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:24:47.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-08-25 17:07:14.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:24:47.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-08-25 19:01:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:24:48.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-08-25 19:01:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:24:48.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-08-25 19:01:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:24:48.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 20:56:46.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:16:48.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 20:56:46.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:16:48.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 20:56:46.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:16:48.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-08-25 16:26:43.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:30:15.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-08-25 16:21:56.0, jaroslaw.dobiech@comarch.pl,2017-05-27 12:55:29.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-08-25 16:21:56.0, jaroslaw.dobiech@comarch.pl,2017-05-27 12:55:29.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-08-25 16:21:56.0, jaroslaw.dobiech@comarch.pl,2017-05-27 12:55:29.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-08-25 16:21:56.0, jaroslaw.dobiech@comarch.pl,2017-05-27 12:55:29.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-08-25 22:04:54.0, jaroslaw.dobiech@comarch.pl,2017-04-29 11:02:10.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-08-25 22:04:54.0, jaroslaw.dobiech@comarch.pl,2017-04-29 11:02:10.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-08-25 22:04:54.0, jaroslaw.dobiech@comarch.pl,2017-04-29 11:02:10.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-08-25 18:24:11.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:45:18.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-08-25 18:24:11.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:45:18.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-08-25 18:24:11.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:45:18.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-08-25 17:15:29.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:34:07.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-08-25 17:15:29.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:34:07.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-08-25 17:15:29.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:34:07.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-08-25 16:23:46.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:34:52.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 17:38:36.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:03:11.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-08-25 17:38:36.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:03:11.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.85,opened,2018-08-25 17:38:36.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:03:11.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-08-25 19:14:50.0, jaroslaw.dobiech@comarch.pl,2017-03-04 15:37:20.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.87,opened,2018-08-25 19:14:50.0, jaroslaw.dobiech@comarch.pl,2017-01-08 06:45:08.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 19:14:50.0, jaroslaw.dobiech@comarch.pl,2017-03-04 15:37:20.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 22:05:57.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:15:25.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-08-25 22:05:57.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:15:25.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-08-25 22:05:57.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:15:25.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-08-25 16:36:05.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:29:05.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.72,opened,2018-08-25 16:40:16.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:28:39.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 18:48:37.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:34:30.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 18:48:37.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:34:30.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 18:48:37.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:34:30.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-08-25 18:48:37.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:15:22.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 17:28:56.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:35:18.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-08-25 17:28:56.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:35:18.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-08-25 17:28:56.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:35:18.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 18:35:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:57:50.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-08-25 18:35:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:57:50.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-08-25 18:35:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:57:50.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-08-25 20:59:54.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:26:27.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-08-25 20:59:54.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:26:27.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-08-25 20:59:54.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:26:27.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-08-25 19:17:51.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:56:06.0,8076,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.74,opened,2018-08-25 20:44:19.0, jaroslaw.dobiech@comarch.pl,2018-06-30 20:42:55.0,205681,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.75,opened,2018-08-25 20:44:19.0, jaroslaw.dobiech@comarch.pl,2018-06-30 20:42:55.0,208998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.76,opened,2018-08-25 20:44:19.0, jaroslaw.dobiech@comarch.pl,2018-06-30 20:42:55.0,205682,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.82,opened,2018-08-25 20:44:19.0, jaroslaw.dobiech@comarch.pl,2018-06-30 20:42:55.0,205998,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.83,opened,2018-08-25 20:44:19.0, jaroslaw.dobiech@comarch.pl,2018-06-30 20:42:55.0,206000,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-08-25 16:29:18.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:42:12.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.85,opened,2018-08-25 22:02:22.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:14:16.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-08-25 22:02:22.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:14:16.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-08-25 22:02:22.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:14:16.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-08-25 18:10:48.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:37:35.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-08-25 18:10:48.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:37:35.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-08-25 18:10:48.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:37:35.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-08-25 19:22:27.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:43:17.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-08-25 19:22:27.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:43:17.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.72,opened,2018-08-25 19:22:27.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:18:25.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 19:22:27.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:43:17.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-08-25 17:51:29.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:16:49.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 17:51:29.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:16:49.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-08-25 17:51:29.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:16:49.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-08-25 18:48:17.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:03:34.0,8076,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.83,opened,2018-08-25 18:52:38.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:03:30.0,49946,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-08-25 20:50:11.0, jaroslaw.dobiech@comarch.pl,2017-09-09 09:51:04.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 20:50:11.0, jaroslaw.dobiech@comarch.pl,2017-09-09 09:51:04.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 20:50:11.0, jaroslaw.dobiech@comarch.pl,2017-09-09 09:51:04.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.68,opened,2018-08-25 16:26:03.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:37:29.0,8076,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.69,opened,2018-08-25 21:54:47.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:20:36.0,208998,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.71,opened,2018-08-25 21:54:47.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:20:36.0,205681,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.72,opened,2018-08-25 21:54:47.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:20:36.0,205998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.73,opened,2018-08-25 21:54:47.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:20:36.0,205682,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.74,opened,2018-08-25 21:54:47.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:20:36.0,206000,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-08-25 18:47:37.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:07:27.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-08-25 17:23:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:29:17.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-08-25 17:23:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:29:17.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 17:23:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:29:17.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-08-25 19:06:32.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:23:59.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-08-25 19:15:47.0, jaroslaw.dobiech@comarch.pl,2017-01-08 06:46:47.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-08-25 17:56:24.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:15:37.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-08-25 17:56:24.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:15:37.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 17:56:24.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:15:37.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 18:35:49.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:24:09.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-08-25 18:35:49.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:24:09.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-08-25 18:35:49.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:24:09.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-08-25 17:05:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:43:39.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-08-25 17:05:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:43:39.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 17:05:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:43:39.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.74,opened,2018-08-25 19:20:55.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:27:22.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-08-25 16:23:25.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:22:49.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-08-25 21:45:53.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:30:26.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-08-25 21:45:53.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:30:26.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-08-25 21:45:53.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:30:26.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-08-25 17:43:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:09:25.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-08-25 17:43:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:09:25.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-08-25 17:43:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:09:25.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-08-25 18:31:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:52:54.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-08-25 18:31:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:52:54.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-08-25 18:31:22.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:52:54.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-08-25 19:01:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:19:03.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 19:01:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:19:03.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 19:01:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:19:03.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 17:37:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:57:50.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-08-25 17:37:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:57:50.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-08-25 17:37:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:57:50.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 18:03:42.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:24:06.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-08-25 18:03:42.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:24:06.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.85,opened,2018-08-25 18:03:42.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:24:06.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.86,opened,2018-08-25 16:26:23.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:25:14.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.87,opened,2018-08-25 17:46:57.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:38:19.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-08-25 17:46:57.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:38:19.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-08-25 17:46:57.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:38:19.0,44305,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.68,opened,2018-08-25 16:23:05.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:27:20.0,49946,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.69,opened,2018-08-25 19:12:21.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:19:10.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-08-25 19:20:52.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:05:50.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-08-25 18:37:40.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:09:00.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-08-25 18:37:40.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:09:00.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-08-25 18:37:40.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:09:00.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 22:34:02.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:48:49.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-08-25 22:34:02.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:48:49.0,101808,Medium
